,CourseCode,Section,CourseTitle,CourseTags,Prerequisites,CourseCluster,InstructionalFormat
34,ART 256,01,Art & Politics,"GER - CORE :: VP (Human Cultures - Visual and Performing Arts), GER - Global Awareness :: IEJ (Identities, Equity, and Justice)",empty,empty,Lecture
35,ART 258,01,"Embodied Representations: Art, Bodies, & Identities","GER - CORE :: VP (Human Cultures - Visual and Performing Arts), GER - Global Awareness :: IEJ (Identities, Equity, and Justice), IDS :: Medicine, Health and Culture, IDS :: Womenâ€™s, Gender, and Sexuality Studies",empty,empty,Lecture
36,ART 321,01,Logos and Symbols,IDS :: Visual Strategy,ART 111 Visual Language I,empty,Studio
37,ART 330,01,Art Theory and Criticism,empty,1 art history course,empty,Lecture
38,ART 340,01,Curatorial Issues and Practices,empty,ART 130 OR ART 131 OR ART 132 OR ART 133,empty,Lecture
39,ART 401,01,Studio Seminar,empty,ART 111 ART 112 ART 113 ART 124 ART 133 AND (ART 205 or ART 206),empty,Studio
40,AST 200,01,Introduction to Asian Studies,"GER - Global Awareness :: IEJ (Identities, Equity, and Justice), GER - Global Awareness :: WC (World Cultures), IDS :: Asian Studies, IDS :: Chinese Studies, IDS :: Japanese Studies",Instructor Permission Required,empty,Seminar
41,AST 215,01,Archaeology of East Asia,"GER - CORE :: HB (Empirical Study of Human Behavior), GER - Global Awareness :: WC (World Cultures), IDS :: Anthropology",empty,empty,Lecture
42,AST 270,01,Languages of Asia,"GER - CORE :: HB (Empirical Study of Human Behavior), GER - Global Awareness :: WC (World Cultures), IDS :: Anthropology, IDS :: Asian Studies, IDS :: Chinese Studies",LNG 210 OR CHN 110 OR CHN 201 OR JPN 110 OR JPN 201,empty,Lecture
43,AST 470,TU,Seminar in Asian Studies,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Asian Studies, IDS :: Chinese Studies, IDS :: Japanese Studies",Instructor Permission Required,empty,Seminar
44,BIO 075,01,Seminar in Biology,empty,empty,empty,Seminar
45,BIO 102,01,Biology and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No BIO 101 Equivalencies,BIO 102-01L - Biology and the Environment,Lecture
46,BIO 102,01L,Biology and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No BIO 101 Equivalencies,BIO 102-01 - Biology and the Environment,Laboratory
47,BIO 111,01,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-01L - Foundations of Biology,Lecture
48,BIO 111,01L,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-01 - Foundations of Biology,Laboratory
49,BIO 111,02,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-02L - Foundations of Biology,Lecture
50,BIO 111,02L,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-02 - Foundations of Biology,Laboratory
51,BIO 111,03,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-03L - Foundations of Biology,Lecture
52,BIO 111,03L,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-03 - Foundations of Biology,Laboratory
53,BIO 111,04,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-04L - Foundations of Biology,Lecture
54,BIO 111,04L,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-04 - Foundations of Biology,Laboratory
55,BIO 210,01,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-01L - Genetics,Lecture
56,BIO 210,01L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-01 - Genetics,Laboratory
57,BIO 210,02,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-02L - Genetics,Lecture
58,BIO 210,02L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-02 - Genetics,Laboratory
59,BIO 210,03,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-03L - Genetics,Lecture
60,BIO 210,03L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-03 - Genetics,Laboratory
61,BIO 210,04,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-04L - Genetics,Lecture
62,BIO 210,04L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-04 - Genetics,Laboratory
63,BIO 222,01,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course),BIO 222-01L - Research and Analysis,Lecture
64,BIO 222,01L,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course),BIO 222-01 - Research and Analysis,Laboratory
65,BIO 222,02,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course),BIO 222-02L - Research and Analysis,Lecture
66,BIO 222,02L,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course),BIO 222-02 - Research and Analysis,Laboratory
67,BIO 230,01,Nature of Diversity,"GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only), GER - Global Awareness :: NE (Humans and the Natural Environment)",BIO 111 OR EES 112,BIO 230-01L - Nature of Diversity,Lecture
68,BIO 230,01L,Nature of Diversity,"GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only), GER - Global Awareness :: NE (Humans and the Natural Environment)",BIO 111 OR EES 112,BIO 230-01 - Nature of Diversity,Laboratory
69,BIO 300,01,Cell Biology,IDS :: Neuroscience,BIO 222 and (CHM 110 or CHM 111 or CHM 118),BIO 300-01L - Cell Biology,Lecture
70,BIO 300,01L,Cell Biology,IDS :: Neuroscience,BIO 222 and (CHM 110 or CHM 111 or CHM 118),BIO 300-01 - Cell Biology,Laboratory
71,BIO 301,01,Microbiology,empty,PRQ  - Department Chair Permission Required,BIO 301-01L - Microbiology,Lecture
72,BIO 301,01L,Microbiology,empty,PRQ  - Department Chair Permission Required,BIO 301-01 - Microbiology,Laboratory
73,BIO 303,01,Biochemistry of the Cell,IDS :: Neuroscience,PRQ  - Department Chair Permission Required,BIO 303-01L - Biochemistry of the Cell,Lecture
74,BIO 303,01L,Biochemistry of the Cell,IDS :: Neuroscience,PRQ  - Department Chair Permission Required,BIO 303-01 - Biochemistry of the Cell,Laboratory
75,BIO 321,01,Plant Physiology,empty,BIO 222 Research and Analysis,BIO 321-01L - Plant Physiology,Lecture
76,BIO 321,01L,Plant Physiology,empty,BIO 222 Research and Analysis,BIO 321-01 - Plant Physiology,Laboratory
77,BIO 322,01,Human Physiology,IDS :: Neuroscience,BIO 111 Foundations of Biology,BIO 322-01L - Human Physiology,Lecture
78,BIO 322,01L,Human Physiology,IDS :: Neuroscience,BIO 111 Foundations of Biology,BIO 322-01 - Human Physiology,Laboratory
79,BIO 330,01,Public Health Biology,"IDS :: Medicine, Health and Culture",(BIO 222 and Declared Biology Major) OR (HSC 201 and Declared Public Health Major),BIO 330-01L - Public Health Biology,Lecture
80,BIO 330,01L,Public Health Biology,"IDS :: Medicine, Health and Culture",(BIO 222 and Declared Biology Major) OR (HSC 201 and Declared Public Health Major),BIO 330-01 - Public Health Biology,Laboratory
81,BIO 343,01,Environmental Systems,"GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",BIO 111 OR CHM 110 OR EES 111 OR EES 112 OR EES 113 or EES 115,BIO 343-01L - Environmental Systems,Lecture
82,BIO 343,01L,Environmental Systems,"GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",BIO 111 OR CHM 110 OR EES 111 OR EES 112 OR EES 113 or EES 115,BIO 343-01 - Environmental Systems,Laboratory
83,BIO 431,01,Landscape Ecology and Conservation,empty,BIO 102 or BIO 111 or EES 112 or SUS 120,BIO 431-01L - Landscape Ecology and Conservation,Lecture
84,BIO 431,01L,Landscape Ecology and Conservation,empty,BIO 102 or BIO 111 or EES 112 or SUS 120,BIO 431-01 - Landscape Ecology and Conservation,Laboratory
85,BIO 475,01,Nutrition,empty,(BIO 210 OR BIO 211 OR BIO 212 OR BIO 213) AND BIO 222,BIO 475-01L - Nutrition,Lecture
86,BIO 475,01L,Nutrition,empty,(BIO 210 OR BIO 211 OR BIO 212 OR BIO 213) AND BIO 222,BIO 475-01 - Nutrition,Laboratory
87,BIO 501,01,Independent Study,empty,Instructor permission required,empty,Lecture
88,BIO 501,02,Independent Study,empty,Instructor permission required,empty,Lecture
89,BIO 501,03,Independent Study,empty,Instructor permission required,empty,Lecture
90,BIO 502,01,Research,empty,Instructor permission required,empty,Independent Study
91,BIO 502,02,Research,empty,Instructor permission required,empty,Independent Study
92,BIO 502,03,Research,empty,Instructor permission required,empty,Independent Study
93,BIO 502,04,Research,empty,Instructor permission required,empty,Independent Study
94,BIO 502,05,Research,empty,Instructor permission required,empty,Independent Study
95,BIO 502,06,Research,empty,Instructor permission required,empty,Independent Study
96,BIO 502,07,Research,empty,Instructor permission required,empty,Independent Study
97,BIO 502,08,Research,empty,Instructor permission required,empty,Independent Study
98,BIO 502,09,Research,empty,Instructor permission required,empty,Independent Study
99,BIO 502,10,Research,empty,Instructor permission required,empty,Independent Study
100,BIO 503,01,Individualized Internship,empty,Instructor permission required,empty,Independent Study
101,BIO 503,02,Individualized Internship,empty,Instructor permission required,empty,Independent Study
102,BIO 503,03,Individualized Internship,empty,Instructor permission required,empty,Independent Study
103,BIO 503,04,Individualized Internship,empty,Instructor permission required,empty,Independent Study
104,BIO 503,05,Individualized Internship,empty,Instructor permission required,empty,Independent Study
105,BIO 503,06,Individualized Internship,empty,Instructor permission required,empty,Independent Study
106,BIO 509,01,Experience in Research,empty,Instructor permission required,empty,Independent Study
107,BIO 509,02,Experience in Research,empty,Instructor permission required,empty,Independent Study
108,BUS 100,01,Personal Finance,empty,empty,empty,Lecture
109,BUS 100,02,Personal Finance,empty,empty,empty,Lecture
110,BUS 230,01,Business Analytics,IDS :: Data Analytics,(ACC 111 or ACC 120) AND MTH-120,empty,Lecture
111,BUS 230,02,Business Analytics,IDS :: Data Analytics,(ACC 111 or ACC 120) AND MTH-120,empty,Lecture
112,BUS 230,03,Business Analytics,IDS :: Data Analytics,(ACC 111 or ACC 120) AND MTH-120,empty,Lecture
113,BUS 270,01,Entrepreneurship and New Venture Development,empty,Instructor permission required,empty,Lecture
114,BUS 311,01,International Business,empty,ECN 111 Introduction to Economics,empty,Lecture
115,BUS 320,01,Marketing Principles,IDS :: Visual Strategy,ECN 111 AND No BUS 321 Equivalency,empty,Lecture
116,BUS 320,02,Marketing Principles,IDS :: Visual Strategy,ECN 111 AND No BUS 321 Equivalency,empty,Lecture
117,BUS 337,01,Intermediate Business Analytics,IDS :: Data Analytics,BUS 230 Introduction to Data Analysis,empty,Lecture
118,BUS 340,01,Introduction to Finance and Markets,empty,(ACC 111 or ACC 120) AND ECN 111 AND MTH 120 AND (No BUS 341 Equivalency),empty,Lecture
119,BUS 340,02,Introduction to Finance and Markets,empty,(ACC 111 or ACC 120) AND ECN 111 AND MTH 120 AND (No BUS 341 Equivalency),empty,Lecture
120,BUS 350,01,Business Law,empty,empty,empty,Lecture
121,BUS 360,01,Performance Management,GER - CORE :: HB (Empirical Study of Human Behavior),empty,empty,Lecture
122,BUS 422,01,Integrated Marketing Communications,IDS :: Visual Strategy,Instructor Permission Required,empty,Lecture
123,BUS 441,01,International Finance,empty,BUS 340 OR BUS 341,empty,Lecture
124,BUS 450,01,Strategic Management,GER - Writing :: WR (Writing-Research Intensive),(1 FYW course) AND (Declared Business Administration or Accounting major) AND (ACC 120 or ACC 301) AND (BUS 320 or BUS 321) AND (BUS 340 or BUS 341),empty,Seminar
125,BUS 450,02,Strategic Management,GER - Writing :: WR (Writing-Research Intensive),(1 FYW course) AND (Declared Business Administration or Accounting major) AND (ACC 120 or ACC 301) AND (BUS 320 or BUS 321) AND (BUS 340 or BUS 341),empty,Seminar
126,BUS 501,01,Independent Study,empty,Instructor permission required,empty,Independent Study
127,BUS 501,02,Independent Study,empty,Instructor permission required,empty,Independent Study
128,BUS 503,01,Individualized Internship,empty,Instructor permission required,empty,Independent Study
129,BUS 503,02,Individualized Internship,empty,Instructor permission required,empty,Independent Study
130,CHM 075,01,Seminar in Chemistry,empty,CHM 240 Experimental Techniques,empty,Seminar
131,CHM 101,02,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies AND Instructor Permission Required,empty,Lecture
132,CHM 101,03,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies,empty,Lecture
133,CHM 101,04,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies,empty,Lecture
134,CHM 110,02,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,CHM 110-02L - Foundations of Chemistry,Lecture
135,CHM 110,02L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,CHM 110-02 - Foundations of Chemistry,Laboratory
136,CHM 110,03,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,CHM 110-03L - Foundations of Chemistry,Lecture
137,CHM 110,03L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,CHM 110-03 - Foundations of Chemistry,Laboratory
138,CHM 110,04,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,CHM 110-04L - Foundations of Chemistry,Lecture
139,CHM 110,04L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,CHM 110-04 - Foundations of Chemistry,Laboratory
140,CHM 110,05,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,CHM 110-05L - Foundations of Chemistry,Lecture
141,CHM 110,05L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,CHM 110-05 - Foundations of Chemistry,Laboratory
142,CHM 110,06,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,empty,Lecture
143,CHM 110,06L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,empty,Laboratory
144,CHM 115,01,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 OR CHM 111,CHM 115-01L - Kinetics Thermodynamics and the Environment,Lecture
145,CHM 115,01L,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 OR CHM 111,CHM 115-01 - Kinetics Thermodynamics and the Environment,Laboratory
146,CHM 115,02,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 OR CHM 111,CHM 115-02L - Kinetics Thermodynamics and the Environment,Lecture
147,CHM 115,02L,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 OR CHM 111,CHM 115-02 - Kinetics Thermodynamics and the Environment,Laboratory
148,CHM 115,03,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 OR CHM 111,CHM 115-03L - Kinetics Thermodynamics and the Environment,Lecture
149,CHM 115,03L,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 OR CHM 111,CHM 115-03 - Kinetics Thermodynamics and the Environment,Laboratory
150,CHM 118,01,Principles of Chemistry: Theory and Applications,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment)",No CHM 110 or CHM 115 equivalencies,CHM 118-01L - Principles of Chemistry: Theory and Applications,Lecture
151,CHM 118,01L,Principles of Chemistry: Theory and Applications,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment)",No CHM 110 or CHM 115 equivalencies,CHM 118-01 - Principles of Chemistry: Theory and Applications,Laboratory
152,CHM 120,01,Organic Chemistry I,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",CHM 115 or CHM 118,CHM 120-01L - Organic Chemistry I,Lecture
153,CHM 120,01L,Organic Chemistry I,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",CHM 115 or CHM 118,CHM 120-01 - Organic Chemistry I,Laboratory
154,CHM 120,02,Organic Chemistry I,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",CHM 115 or CHM 118,CHM 120-02L - Organic Chemistry I,Lecture
155,CHM 120,02L,Organic Chemistry I,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",CHM 115 or CHM 118,CHM 120-02 - Organic Chemistry I,Laboratory
156,CHM 120,03,Organic Chemistry I,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",CHM 115 or CHM 118,CHM 120-03L - Organic Chemistry I,Lecture
157,CHM 120,03L,Organic Chemistry I,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",CHM 115 or CHM 118,CHM 120-03 - Organic Chemistry I,Laboratory
158,CHM 120,04,Organic Chemistry I,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",CHM 115 or CHM 118,CHM 120-04L - Organic Chemistry I,Lecture
159,CHM 120,04L,Organic Chemistry I,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",CHM 115 or CHM 118,CHM 120-04 - Organic Chemistry I,Laboratory
160,CHM 220,01,Organic Chemistry II,IDS :: Neuroscience,CHM 120 Organic Chemistry,empty,Lecture
161,CHM 220,02,Organic Chemistry II,IDS :: Neuroscience,CHM 120 Organic Chemistry,empty,Lecture
162,CHM 310,01,Physical Chemistry I,empty,CHM 120 AND MTH 151 AND PHY 112,CHM 310-01L - Physical Chemistry I,Lecture
163,CHM 310,01L,Physical Chemistry I,empty,CHM 120 AND MTH 151 AND PHY 112,CHM 310-01 - Physical Chemistry I,Laboratory
164,CHM 330,01,Analytical Chemistry,empty,CHM 240 Experimental Techniques,CHM 330-01L - Analytical Chemistry,Lecture
165,CHM 330,01L,Analytical Chemistry,empty,CHM 240 Experimental Techniques,CHM 330-01 - Analytical Chemistry,Laboratory
166,CHM 330,02,Analytical Chemistry,empty,CHM 240 Experimental Techniques,CHM 330-02L - Analytical Chemistry,Lecture
167,CHM 330,02L,Analytical Chemistry,empty,CHM 240 Experimental Techniques,CHM 330-02 - Analytical Chemistry,Laboratory
168,CHM 420,01,Advanced Topics in Organic Chemistry,empty,CHM 220 Bio-Organic Chemistry,empty,Lecture
169,CHM 445,01,Advanced Topics in Physical Chemistry (Topic to be determined),empty,CHM 310 Physical Chemistry I,empty,Lecture
170,CHM 460,01,Biological Chemistry,IDS :: Neuroscience,CHM 220 AND CHM 240 AND BIO 111,CHM 460-01L - Biological Chemistry,Lecture
171,CHM 460,01L,Biological Chemistry,IDS :: Neuroscience,CHM 220 AND CHM 240 AND BIO 111,CHM 460-01 - Biological Chemistry,Laboratory
172,CHM 502,01,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
173,CHM 502,02,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
174,CHM 502,03,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
175,CHM 502,04,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
176,CHM 502,05,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
177,CHM 502,06,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
178,CHM 502,07,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
179,CHM 502,08,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
180,CHM 502,09,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
181,CHM 502,10,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
182,CHM 510,01,Undergraduate Thesis I,empty,CHM 240 Experimental Techniques,empty,Independent Study
183,CHM 510,02,Undergraduate Thesis I,empty,CHM 240 Experimental Techniques,empty,Independent Study
184,CHM 510,03,Undergraduate Thesis I,empty,CHM 240 Experimental Techniques,empty,Independent Study
185,CHM 510,04,Undergraduate Thesis I,empty,CHM 240 Experimental Techniques,empty,Independent Study
186,CHM 510,05,Undergraduate Thesis I,empty,CHM 240 Experimental Techniques,empty,Independent Study
187,CHM 510,06,Undergraduate Thesis I,empty,CHM 240 Experimental Techniques,empty,Independent Study
188,CHM 510,07,Undergraduate Thesis I,empty,CHM 240 Experimental Techniques,empty,Independent Study
189,CHM 510,08,Undergraduate Thesis I,empty,CHM 240 Experimental Techniques,empty,Independent Study
